,Empresa,Data Emissão,Data Competência,Número Nota Fiscal,Série,CNPJ Prestador,Código Serviço Municipal,Filial,Tipo Tributação,Benefício Fiscal,Tipo NF,Optante Simples,Fornecedor,Valor Serviço,Valor Dedução,Aliquota ISS,ISS Retido,Analise ISS,Município Prestador,INSS Retido 11%,IRRF (1708),IRRF (8045),PCC (5952),PIS (5979),COFINS (5960),Líquido,Comentario,Cei,filial_formatada,Município,check_filial_prest_mun
3457,RG LOG,2021-10-05,,483,,27140695000163,1406,10.213.051/0013-99,,,,S,SANTOS & ZANON TECNOLOGIA E SEGURANCA EIRELI,1350.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 1406 | Cód.LC: 14.06 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Vinhedo | Cidade Prestação: Vinhedo,Vinhedo,148.5,0.0,0,0.0,0,0,1201.5,"Pedidos: Data de Vencimento: 00/00/0000 | Instalação e montagem de aparelhos, máquinas e equipamentos, inclusive montagem industrial, prestados ao usuário final, exclusivamente com material por ele fornecido",,10213051001399,,False
3458,Xtree,2021-10-05,,3026341,,18727053000174,5895,33.535.091/0001-19,,,,N,PAGAR.ME PAGAMENTOS S.A.,42.81,,0.0,0.0,Regra Encontrada: SIM | Cód: 5895 | Cód.LC: 15.10 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: SIM | Analisar ISS LC: NÃO | Cidade Prestador: São Paulo | Cidade Prestação: São Paulo,São Paulo,0.0,0.0,0,0.0,0,0,42.81,"90002 - VALOR REFERENTE NETMDR - SERVICOS DE INTERMEDIACAO CARTAO. ATIVIDADES NAO ELENCADAS NOS ART 647 E SEGUINTES DO RIR DECRETO 3000/1999. CONFORME LEI 12.741/2014 O VALOR APROXIMADO DOS TRIBUTOS E DE 18.45% - FONTE: IBPT. PIS: 1.65% COFINS: 7.6% REF.: IN_CKUA82C0Y6 Conforme lei 12.741/2012, os impostos incidentes sobre esta NFS-e: Valor dos tributos federais: 3.96 Valor dos tributos municipais: 0.86. | Serviços relacionados a cobranças, recebimentos ou pagamentos em geral, de títulos quaisquer, de contas ou carnês, de câmbio, de tributos e por conta de terceiros, inclusive os efetuados por meio eletrônico, automático ou por máquinas de atendimento; fornecimento de posição de cobrança, recebimento ou pagamento; emissão de carnês, fichas de compensação, impressos e documentos em geral",,33535091000119,Rio de Janeiro,False
3459,Rg Log,2021-10-05,,38816,,23149892000192,3205,27.641.439/0001-50,,,,N,PAGBEM SERVICOS FINANCEIROS E DE LOGISTICA S.A.,65.68,,2.0,1.31,Regra Encontrada: SIM | Cód: 3205 | Cód.LC: 17.12 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: SIM | Analisar ISS LC: SIM | Cidade Prestador: São Paulo | Cidade Prestação: São Paulo,São Paulo,0.0,0.99,0,3.06,0,0,60.32,"ADMINISTRACAO DE MEIOS DE PAGAMENTO ELETRONICO / LOGISTICA. 65,68 OBSERVACAO: ADMINISTRACAO DE MEIOS DE PAGAMENTO ELETRONICO / LOGISTICA. | Administração de benefícios relativos a planos de assistência à saúde.",,27641439000150,,False
3460,Grupo Fênix,2021-10-05,,1554,,3788787000196,1410,35.750.184/0001-91,,,,N,VITRINE GLOBALTECH LAVANDERIA LTDA,4550.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 1410 | Cód.LC: 14.10 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Cajamar | Cidade Prestação: Cajamar,Cajamar,0.0,0.0,0,0.0,0,0,4550.0,Pedidos: Data de Vencimento: 07/10/2021 | Tinturaria e lavanderia,,35750184000191,São Paulo,False
3461,Rtsc - 1M2,2021-10-05,,11,,33727651000137,1899,30.094.470/0001-22,,,,S,SORELLE ROSSI LTDA,1027.5,,0.0,0.0,Regra Encontrada: SIM | Cód: 1899 | Cód.LC: 17.03 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: SIM | Analisar ISS LC: NÃO | Cidade Prestador: São Paulo | Cidade Prestação: São Paulo,São Paulo,0.0,0.0,0,0.0,0,0,976.12,"Serviços prestados Auto Cad - Total de Horas: 22h:50m Valor R$ 1.027,50 ........Venc: 20/10/2021 Depósito Banco Santander AG: 0060 .......c/c: 01.079.673-3 Catherine Rossi CPF: 401.905.248-47 | Planejamento, coordenação, programação ou organização técnica, financeira ou administrativa",,30094470000122,São Paulo,True
3462,Power Safe,2021-10-05,,2471,,18585500000106,1401,02.435.993/0001-50,,,,S,EQUILESTE EQUIPAMENTOS ELETRONICOS LTDA,300.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 1401 | Cód.LC: 14.01 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Londrina | Cidade Prestação: Londrina,Londrina,33.0,0.0,0,0.0,0,0,267.0,"Pedidos: Data de Vencimento: 00/00/0000 | Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS)",,02435993000150,,False
3463,Grupo Fênix,2021-10-05,,213,,29891233000103,4030,01.274.856/0002-07,,,,N,RIDEAL SERVICOS MEDICOS LTDA,21376.0,,2.0,427.52,Regra Encontrada: SIM | Cód: 4030 | Cód.LC: 4.01 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: SIM | Analisar ISS LC: NÃO | Cidade Prestador: São Paulo | Cidade Prestação: São Paulo,São Paulo,0.0,320.64,0,993.98,0,0,19633.86,Referente a serviços médicos prestados. | Medicina e biomedicina,,01274856000207,,False
3464,RG LOG,2021-10-05,,32,,32223549000131,829979900,10.213.051/0013-99,,,,S,FSR TRANSPORTES E SERVICOS EIRELI,15000.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 829979900 | Cód.LC: 16.02 | Buscar ISS Munic. Prestação: SIM | Analisar CEPOM: NÃO | Analisar ISS LC: SIM | Cidade Prestador: Goiânia | Cidade Prestação: Goiânia,Goiânia,0.0,0.0,0,0.0,0,0,15000.0,"Pedidos: Data de Vencimento: 00/00/0000 | Outros serviços de transporte de natureza municipal (Incluído pela Lei Complementar nº , de )",,10213051001399,,False
3465,RG LOG,2021-10-05,,4,,41825296000167,2447,10.213.051/0013-99,,,,S,FREDERICO DE SOUZA BARRETO FONSECA TRANSPORTES DE CARGAS,5500.0,,5.0,275.0,Regra Encontrada: SIM | Cód: 2447 | Cód.LC: 16.02 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: SIM | Analisar ISS LC: SIM | Cidade Prestador: São Paulo | Cidade Prestação: São Paulo,São Paulo,0.0,0.0,0,0.0,0,0,5225.0,"CONSULTORIA DE FROTAS PARA GESTÃO DE COMBUSTIVEIS/PNEUS | Transporte de bens ou valores, dentro do território do Município (inclusive trans- porte de veículos).",,10213051001399,,False
3466,Alambari,2021-10-05,,2465,,676364000277,1701,06.274.389/0001-40,,,,N,M J ESTEVES NETO,475.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 1701 | Cód.LC: 17.01 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Três Rios | Cidade Prestação: Três Rios,Três Rios,0.0,7.12,0,22.09,0,0,445.79,"SERVIÇOS DE ASSESSORIA AMBIENTAL | Assessoria ou consultoria de qualquer natureza, não contida em outros itens desta lista; análise, exame, pesquisa, coleta, compilação e fornecimento de dados e informações de qualquer natureza, inclusive cadastro e similares",,06274389000140,,False
3467,Segmedic-holding,2021-10-05,,32,,2063967000229,3395,25.279.532/0001-30,,,,N,"ROKEMBACH + LAHM , VILLANOVA & CIA AUDITORES",8775.0,,5.0,438.75,Regra Encontrada: SIM | Cód: 3395 | Cód.LC: 17.16 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: SIM | Analisar ISS LC: NÃO | Cidade Prestador: São Paulo | Cidade Prestação: São Paulo,São Paulo,0.0,131.62,0,408.04,0,0,7796.59,"SERVIÇOS PRESTADOS REFERENTE AUDITORIA 2020. PARCELA 04/04. VENCIMENTO: 20/10/2021 Dados para depósito: Banco Itaú Ag 1617 C/C 31.550-0 CNPJ: 02.063.967/0001-48 Razão Social: Rokembach + Lahm, Villanova & Cia. Auditores | Auditoria",,25279532000130,,False
3468,Grupo Fênix,2021-10-05,,669,,20684152000168,1303,35.625.059/0001-50,,,,S,DANILO JOSE PINHEIRO PUBLICIDADE,3750.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 1303 | Cód.LC: 13.03 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: São Carlos | Cidade Prestação: São Carlos,São Carlos,0.0,0.0,0,0.0,0,0,3750.0,"Pedidos: Data de Vencimento: 00/00/0000 | Fotografia e cinematografia, inclusive revelação, ampliação, cópia, reprodução, trucagem e congêneres",,35625059000150,,False
3469,RG LOG,2021-10-05,,3933,,21591836000188,2800,03.919.089/0002-63,,,,N,TRUCKPAD TECNOLOGIA E LOGISTICA S.A.,179.0,,2.9,5.19,Regra Encontrada: SIM | Cód: 2800 | Cód.LC: 1.05 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: SIM | Analisar ISS LC: NÃO | Cidade Prestador: São Paulo | Cidade Prestação: São Paulo,São Paulo,0.0,0.0,0,0.0,0,0,173.81,"Licenciamento de uso local a plataforma TruckPad Mensalidade 10/2021 Pagamento via boleto bancário com vencimento em 12/10/2021 | Licenciamento ou cessão de direito de uso de programas de computação, inclusive distribuição.",,03919089000263,,False
3470,Layne,2021-10-05,,7673,,7084316000158,2800,10.242.636/0001-01,,,,N,HF CONSULTING INOVACOES E SOLUCOES EM INFORMATICA LTDA,690.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 2800 | Cód.LC: 1.05 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: SIM | Analisar ISS LC: NÃO | Cidade Prestador: São Paulo | Cidade Prestação: São Paulo,São Paulo,0.0,0.0,0,0.0,0,0,690.0,"Servico nao esta sujeito a retencao IRRF, PIS, COFINS E CSLL, conforme previstas no artigo 714 do RIR/2018 e IN SRF n 459/2004, artigo 1. Refte a mensalidade gestao xml. vencimento 25.10.2021 | Licenciamento ou cessão de direito de uso de programas de computação, inclusive distribuição.",,10242636000101,Rio de Janeiro,False
3471,TimeNow,2021-10-05,,3069,,2417746000120,409,01.208.413/0001-29,,,,N,JRB ASSESSORIA EM SAUDE OCUPACIONAL S/S LTDA,1600.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 409 | Cód.LC: 4.09 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Santo André | Cidade Prestação: Santo André,Santo André,0.0,240.0,0,650.4,0,0,709.6,"Pedidos: Data de Vencimento: 05/11/2021 | Terapias de qualquer espécie destinadas ao tratamento físico, orgânico e mental",,01208413000129,,False
3472,Grupo Fênix,2021-10-05,,123,,28383059000125,4030,01.274.856/0001-18,,,,N,GIRARDI SERVICOS MEDICOS EIRELI,1974.7,,0.0,0.0,Regra Encontrada: SIM | Cód: 4030 | Cód.LC: 4.01 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: SIM | Analisar ISS LC: NÃO | Cidade Prestador: São Paulo | Cidade Prestação: São Paulo,São Paulo,0.0,29.62,0,91.83,0,0,1853.25,"Prestação de serviços medicos realizados pela Dra . Ruana Girardi . Retenções : IRRF 1,50 % : R $ 29,62 CSRF 4,65 % : R $ 91 , 82 | Medicina e biomedicina",,01274856000118,,False
3473,Grupo Fênix,2021-10-05,,30,,35502794000176,2431,01.274.856/0001-18,,,,S,RAFAEL CAETANO GAMA 42906460850,3530.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 2431 | Cód.LC: 16.02 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: SIM | Analisar ISS LC: SIM | Cidade Prestador: São Paulo | Cidade Prestação: São Paulo,São Paulo,0.0,0.0,0,0.0,0,0,3530.0,"Período 20/09 a 02/10 Paciente valor falta 560 -2 1 2 3 0 -6 AWNE Syncler Lucas Paula Gleise Marilene 960 12 60 750 0 0 0 5 | Transporte de pessoas, por qualquer meio, dentro do território do município",,01274856000118,,False
3474,THE QUESTION,2021-10-05,,132579,,29110156000107,6298,40.038.500/0001-37,,,,N,"CLICK ENTREGAS PORTAIS, PROVEDORES DE CONTEUDO E OUTROS SERVICOS DE INFORMACAO NA INTERNET LTDA.",1296.17,,0.0,0.0,Regra Encontrada: SIM | Cód: 6298 | Cód.LC: 10.05 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: SIM | Analisar ISS LC: NÃO | Cidade Prestador: São Paulo | Cidade Prestação: São Paulo,São Paulo,0.0,19.44,0,0.0,0,0,1276.73,"Agenciamento de frete - Setembro 2021. O serviço de frete não sofrerá retenções em razão dos prestadores de serviços de frete serem Micro Empreendedores Individuais - MEI - beneficiados pelo Regime Tributário previsto na LC 123/2006 - Simples Nacional. CONFORME LEI 12.741/2012 o valor aproximado dos tributos é R$ 226,57 (17,48%), FONTE: IBPT/empresometro.com.br (21.1.F) | Agenciamento, corretagem ou intermediação de bens móveis ou imóveis, não abrangidos em outros itens ou subitens, inclusive aqueles realizados no âmbito de Bolsas de Mercadorias e Futuros, por quaisquer meios",,40038500000137,São Paulo,True
3475,Grupo Rtsc,2021-10-05,,98,,36062663000188,6491,36.196.856/0001-21,,,,S,PAULISTA SERVICE TERCEIRIZACAO DE SERVICOS EIRELI,3750.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 6491 | Cód.LC: 17.05 | Buscar ISS Munic. Prestação: SIM | Analisar CEPOM: SIM | Analisar ISS LC: SIM | Cidade Prestador: São Paulo | Cidade Prestação: São Paulo,São Paulo,412.5,0.0,0,0.0,0,0,3150.0,"SERVIÇO AUXILIAR DE LIMPEZA TEMPORÁRIO - EMPRESA CONCAPITAL VALOR TOTAL R $ 3.750,00 INSS / GPS R $ 412,50 ISS 2 % R $ 75,00 TOTAL A SER DEPOSITADO R $ 3.262,50 FORMA DE PAGAMENTO : BOLETO BANCÁRIO A SER ENCAMINHADO PARA O EMAIL : FINANCEIRO@CONCAPITAL.COM.BR DATA DE VENCIMENTO 01/11/2021 | Fornecimento de mão-de-obra, mesmo em caráter temporário, inclusive de empregados ou trabalhadores, avulsos ou temporários, contratados pelo prestador de serviço",,36196856000121,São Paulo,True
3476,RG LOG,2021-10-05,,16,,38595488000110,1899,10.213.051/0013-99,,,,S,MF GESTAO E INTELIGENCIA LTDA,20000.0,,5.0,1000.0,Regra Encontrada: SIM | Cód: 1899 | Cód.LC: 17.03 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: SIM | Analisar ISS LC: NÃO | Cidade Prestador: São Paulo | Cidade Prestação: São Paulo,São Paulo,0.0,0.0,0,0.0,0,0,19000.0,"Serviços prestados referentes ao mês de setembro de 2021. | Planejamento, coordenação, programação ou organização técnica, financeira ou administrativa",,10213051001399,,False
3477,RG LOG,2021-10-05,,2,,43095774000156,1702,10.213.051/0013-99,,,,S,MF GESTAO DE NEGOCIOS LTDA,12000.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 1702 | Cód.LC: 17.02 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Santos | Cidade Prestação: Santos,Santos,1320.0,0.0,0,0.0,0,0,10680.0,"Pedidos: Data de Vencimento: 00/00/0000 | Datilografia, digitação, estenografia, expediente, secretaria em geral, resposta audível, redação, edição, interpretação, revisão, tradução, apoio e infra-estrutura administrativa e congêneres",,10213051001399,,False
3478,RG LOG,2021-10-05,,76,,28255803000106,1702,10.213.051/0013-99,,,,S,JONATHAN WILLIAN MOSSO,14000.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 1702 | Cód.LC: 17.02 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Nova Odessa | Cidade Prestação: Nova Odessa,Nova Odessa,1540.0,0.0,0,0.0,0,0,12460.0,"Pedidos: Data de Vencimento: 00/00/0000 | Datilografia, digitação, estenografia, expediente, secretaria em geral, resposta audível, redação, edição, interpretação, revisão, tradução, apoio e infra-estrutura administrativa e congêneres",,10213051001399,,False
3479,Rg Log,2021-10-05,,826,,36224875000114,14,27.641.439/0002-30,,,,S,RODOCENTER GEOMETRIA DE FROTAS EIRELI,420.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 14 | Cód.LC: 14.01 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Anápolis | Cidade Prestação: Anápolis,Anápolis,0.0,0.0,0,0.0,0,0,420.0,"Pedidos: Data de Vencimento: 00/00/0000 | Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS)",,27641439000230,,False
3480,Layne,2021-10-05,,3730,,5392411000193,901,10.242.636/0002-84,,,,S,GROTTA & VIGNAGA LTDA,4821.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 0901 | Cód.LC: 9.01 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Novo Progresso | Cidade Prestação: Novo Progresso,Novo Progresso,530.31,0.0,0,0.0,0,0,4290.69,"Pedidos: Data de Vencimento: 00/00/0000 | Hospedagem de qualquer natureza em hotéis, apart-service condominiais, flat, apart-hotéis, hotéis residência, residence-service, suite service, hotelaria marítima, motéis, pensões e congêneres; ocupação por temporada com fornecimento de serviço (o valor da alimentação e gorjeta, quando incluído no preço da diária, fica sujeito ao Imposto Sobre Serviços)",,10242636000284,,False
3481,TimeNow,2021-10-05,,2206,,31959502000178,105,01.208.413/0001-29,,,,S,SCOREPLAN SERVICOS DE TECNOLOGIA DA INFORMACAO LTDA,550.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 105 | Cód.LC: 1.05 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Caxias do Sul | Cidade Prestação: Caxias do Sul,Caxias do Sul,0.0,0.0,0,0.0,0,0,550.0,Pedidos: Data de Vencimento: 00/00/0000 | Licenciamento ou cessão de direito de uso de programas de computação,,01208413000129,,False
3482,TimeNow,2021-10-05,,7,,38003910000109,703,01.208.413/0001-29,,,,S,SB2 ENGINEERING & PARTNERSHIPS EIRELI,19150.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 703 | Cód.LC: 7.03 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Vitória | Cidade Prestação: Vitória,Vitória,0.0,0.0,0,0.0,0,0,19150.0,"Pedidos: Data de Vencimento: 00/00/0000 | Elaboração de planos diretores, estudos de viabilidade, estudos organizacionais e outros, relacionados com obras e serviços de engenharia; elaboração de anteprojetos, projetos básicos e projetos executivos para trabalhos de engenharia",,01208413000129,,False
3483,Grupo Fênix,2021-10-05,,62,,29852433000157,2431,01.274.856/0002-07,,,,S,LUCAS OLIVEIRA DA SILVA 41614341893,15170.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 2431 | Cód.LC: 16.02 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: SIM | Analisar ISS LC: SIM | Cidade Prestador: São Paulo | Cidade Prestação: São Paulo,São Paulo,0.0,0.0,0,0.0,0,0,15170.0,"Período 20/09 a 02/10 Paciente Valor falta 1 Arthur 360 0 2 Alexandre 540 +1 3 Yoshio 720 4 Jorge 1920 5 C. Sérgio 720 0 6 André 1560 0 7 Thiago 1320 0 8 Renato 0 -10 9 Oswaldo 900 -2 10 A. Zamoner 840 11 Mohamed 900 12 Maurício Lax 660 13 José kiosh 600 0 14 Marcelo preto 600 0 15 Aida 140 16 Marilda 960 0 17 Claudia 1440 +2 18 Sonia 600 0 19 Outros : 450 OOS OOO | Transporte de pessoas, por qualquer meio, dentro do território do município",,01274856000207,,False
3484,Grupo Rtsc,2021-10-05,,104,,36062663000188,1406,36.196.856/0001-21,,,,S,PAULISTA SERVICE TERCEIRIZACAO DE SERVICOS EIRELI,3990.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 1406 | Cód.LC: 7.10 | Buscar ISS Munic. Prestação: SIM | Analisar CEPOM: SIM | Analisar ISS LC: SIM | Cidade Prestador: São Paulo | Cidade Prestação: São Paulo,São Paulo,438.9,0.0,0,0.0,0,0,3351.6,"PRESTAÇÃO DE SERVIÇOS limpeza VALOR 3.990,00 INSS 11 % R $ 438,90 ISS 2 % R $ 79,80 mail eiro@concapital.com.br TOTAIS ESTIMADOS IMPOSTOS SOBRE NFE 13,33 % PAULISTA SERVICE TERCEREIZAÇÃO DE SERVIÇOS EIRELI VENCIMENTO : 01/11/2021 | Limpeza, manutenção e conservação de vias e logradouros públicos, imóveis, chaminés, piscinas, parques, jardins e congêneres",,36196856000121,São Paulo,True
3485,Segmedic,2021-10-05,,317,,27650583000152,80202,01.475.178/0001-51,,,,S,SIMAS CONSULTORIA LTDA,990.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 08.02.02 | Cód.LC: 8.02 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Rio de Janeiro | Cidade Prestação: Rio de Janeiro,Rio de Janeiro,0.0,0.0,0,0.0,0,0,990.0,Pedidos: Data de Vencimento: 00/00/0000 | treinamento,,01475178000151,,False
3486,TimeNow,2021-10-05,,4,,42760466000135,103,01.208.413/0001-29,,,,S,WEVERTON CAMPOS OLIVEIRA 12923138708,1050.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 103 | Cód.LC: 1.03 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Vitória | Cidade Prestação: Vitória,Vitória,115.5,0.0,0,0.0,0,0,934.5,"Pedidos: Data de Vencimento: 00/00/0000 | Processamento, armazenamento ou hospedagem de dados, textos, imagens, vídeos, páginas eletrônicas, aplicativos e sistemas de informação, entre outros formatos, e congêneres (Redação dada pela Lei Complementar nº , de )",,01208413000129,,False
3487,Rg Log,2021-10-05,,17656,,4856229000183,1401,27.641.439/0002-30,,,,S,CEBOLAO EQUIPAMENTOS RODOVIARIOS LTDA,80.28,,0.0,0.0,Regra Encontrada: SIM | Cód: 1401 | Cód.LC: 14.01 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Anápolis | Cidade Prestação: Anápolis,Anápolis,0.0,0.0,0,0.0,0,0,80.28,"Pedidos: Data de Vencimento: 00/00/0000 | Lubrificação, limpeza, lustração, revisão, carga e recarga, conserto, restauração, blindagem, manutenção e conservação de máquinas, veículos, aparelhos, equipamentos, motores, elevadores ou de qualquer objeto (exceto peças e partes empregadas, que ficam sujeitas ao ICMS)",,27641439000230,,False
3488,Rg Log,2021-10-05,,1897,,12149686000166,403,27.641.439/0003-11,,,,N,CLINICA MEDICA D.F.R. SERVICOS MEDICOS E MEDICINA OCUPACIONAL LTDA.,1345.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 403 | Cód.LC: 4.03 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: Cordeirópolis | Cidade Prestação: Cordeirópolis,Cordeirópolis,0.0,0.0,0,0.0,0,0,1345.0,"Pedidos: Data de Vencimento: 00/00/0000 | Hospitais, clínicas, laboratórios, sanatórios, manicômios, casas de saúde, prontos-socorros, ambulatórios e congêneres",,27641439000311,,False
3489,Xtree,2021-10-05,,3016674,,18727053000174,5895,33.535.091/0001-19,,,,N,PAGAR.ME PAGAMENTOS S.A.,9.6,,0.0,0.0,Regra Encontrada: SIM | Cód: 5895 | Cód.LC: 15.10 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: SIM | Analisar ISS LC: NÃO | Cidade Prestador: São Paulo | Cidade Prestação: São Paulo,São Paulo,0.0,0.0,0,0.0,0,0,9.6,"90016 - BOLETO - SERVICOS DE INTERMEDIACAO BOLETO. ATIVIDADES NAO ELENCADAS NOS ART647 E SEGUINTES DO RIR DECRETO 3000/1999. CONFORME LEI 12.741/2014 O VALOR APROXIMADO DOS TRIBUTOS E DE 18.45% - FONTE: IBPT. PIS: 1.65% COFINS: 7.6% REF.: IN_CKUA82C0N67 Conforme lei 12.741/2012, os impostos incidentes sobre esta NFS-e: Valor dos tributos federais: 0.89 Valor dos tributos municipais: 0.19. | Serviços relacionados a cobranças, recebimentos ou pagamentos em geral, de títulos quaisquer, de contas ou carnês, de câmbio, de tributos e por conta de terceiros, inclusive os efetuados por meio eletrônico, automático ou por máquinas de atendimento; fornecimento de posição de cobrança, recebimento ou pagamento; emissão de carnês, fichas de compensação, impressos e documentos em geral",,33535091000119,Rio de Janeiro,False
3490,Rg Log,2021-10-05,,13,,41488372000196,1899,27.641.439/0001-50,,,,S,RODOLPHO MOSER,7000.0,,5.0,350.0,Regra Encontrada: SIM | Cód: 1899 | Cód.LC: 17.03 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: SIM | Analisar ISS LC: NÃO | Cidade Prestador: São Paulo | Cidade Prestação: São Paulo,São Paulo,0.0,0.0,0,0.0,0,0,6650.0,"Prestação de Serviços Competência de SETEMBRO 2021. | Planejamento, coordenação, programação ou organização técnica, financeira ou administrativa",,27641439000150,,False
3491,Rg Log,2021-10-05,,154,,10733586000157,2447,10.213.051/0001-55,,,,S,ECARNEIRO TRANSPORTES LTDA,42120.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 2447 | Cód.LC: 16.02 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: SIM | Analisar ISS LC: SIM | Cidade Prestador: São Paulo | Cidade Prestação: São Paulo,São Paulo,0.0,0.0,0,0.0,0,0,42120.0,"SERVIÇOS PRESTADOS 2ª QUINZENA SETEMBRO/2021 DADOS PARA PAGAMENTO BANCO ITAU S/A AGENCIA 0745 C/C 12676-3 VENCIMENTO 29/10/2021 | Transporte de bens ou valores, dentro do território do Município (inclusive trans- porte de veículos).",,10213051000155,São Paulo,True
3492,Grupo Fênix,2021-10-05,,670,,20684152000168,1303,35.750.184/0001-91,,,,S,DANILO JOSE PINHEIRO PUBLICIDADE,3750.0,,0.0,0.0,Regra Encontrada: SIM | Cód: 1303 | Cód.LC: 13.03 | Buscar ISS Munic. Prestação: NÃO | Analisar CEPOM: NÃO | Analisar ISS LC: NÃO | Cidade Prestador: São Carlos | Cidade Prestação: São Carlos,São Carlos,0.0,0.0,0,0.0,0,0,3750.0,"Pedidos: Data de Vencimento: 00/00/0000 | Fotografia e cinematografia, inclusive revelação, ampliação, cópia, reprodução, trucagem e congêneres",,35750184000191,São Paulo,False
